ID,Date,Weekday,TimeStart,TimeEnd,Location,Title,FourTopics,Topic,Workshop,Series,Speaker,Title,Degree,Gender,Hostdep,InstituteVStudent,Open,RSVP,Food,"Meal Type (lunch, dinner, refreshments)","food offered e.g. pizza, healthy",MealSnake,Data Collector,Source
186,2018-10-25,Thursday,1:00 PM,1:50 PM,Kresge 202B,Qualitative Student Club: Rapid Qualitative Research – Integrating Qualitative Research into Program Implementation at Scale,Academic,Academic,N,Y,Natalie Henrich,,,Female,Qualitative Student Club,Student,Y,N,Y,Food,,snack,Charlie,
187,2018-10-25,Thursday,11:00 AM,2:00 PM,"114 Mt. Auburn St. 5th Floor, Cambridge",Global Student Services Open House,Welfare,Welfare,N,N,,,,,Harvard Global Student Services,Institution,Y,N,Y,Refreshments,,snack,Brooke,
188,2018-10-26,Friday,8:00 PM,,"The Brahmin, Boston",HCSA Halloween Party,Social,Social,N,N,,,,,HCSA,Student,Y,Y,N,,,,Charlie,
189,2018-10-26,Friday,5:00 PM,9:00 PM,Smith Campus Centre,GradFest,Social,Social,N,N,,,,,,,Y,Y,N,,,,Charlie,
190,2018-10-26,Friday,4:00 PM,6:00 PM,Kresge 200,Health Communication Concentration Fall Reception,Academic,Academic,N,N,,,,,,,Y,N,Y,Refreshments,,snack,Charlie,
191,2018-10-26,Friday,1:00 PM,1:50 PM,FXB G12,Health Communication Concentration Speaker Series,Academic,Academic,N,Y,Meghan Moran,Prof,PHD,female,Health Communication Concentration Speaker Series,institution,Y,Y,Y,Lunch,,meal,Charlie,
192,2018-10-26,Friday,6:00 PM,8:00 PM,"Vanderbilt 101, Joseph B. Martin Student Lounge",Harvard Longwood Muslim Welcome Dinner,Social,Social,N,N,,,,,Harvard Longwood Muslims,Student,Y,Y,Y,Dinner,,meal,Brooke,
193,2018-10-27,Saturday,7:00 PM,10:00 PM,Science Center 110,Bible Study and Dinner Fellowship,Religious,Religious,N,Y,,,,,Harvard GSAS Asian Baptist Student Koinonia,Student,Y,N,Y,Dinner,chicken marsala,meal,Brooke,
194,2018-10-29,Monday,4:10 PM,5:30 PM,HGSE Longfellow Hall Room 229,"Race, Policing, and Surveillance State: Muslim Youth in Post 9-11 America",Academic,Academic,N,N,Arshad Ali,Dr.,doctorate,Male,ODI,Student,Y,N,Y,Dinner,,meal,Brooke,
195,2018-10-30,Tuesday,3:00 PM,4:00 PM,Kresge Cafeteria,Fall Social Event!,Social,Social,N,N,,,,,,Institution,Y,N,Y,Refreshments,,snack,Charlie,
196,2018-10-30,Tuesday,6:00 PM,7:30 PM,"Sever Hall 102, Harvard Yard",Introduction to Julia Workshop,Academic,Academic,Y,N,,,,,HBDC,Student,Y,Y,N,,,,Brooke,
197,2018-10-30,Tuesday,5:30 PM,7:00 PM,Kresge 200,Health Equity Career Panel,Career,Career,N,N,Panel,,,,Career Services,Institution,Y,N,N,,,,Brooke,
198,2018-10-31,Wednesday,1:00 PM,1:50 PM,FXB G13,Living the Life You Didn’t Dream Of,Academic,Academic,N,N,Herman Williams,Cheif Medical Officer,MD,Male,,,Y,N,N,,,,Charlie,
199,2018-10-31,Wednesday,12:00 PM,1:30 PM,In front of Kresge Cafeteria,Halloween Autumn Apple Tasting,Social,Social,N,N,,,,,Harvard Dining Services,Institution,Y,N,Y,Snack,seasonal apples,snack,Brooke,
200,2018-10-31,Wednesday,1:00 PM,1:50 PM,Kresge 200,Countway Library Lunch & Learn at the Chan School – PubMed: Learn to Search Like an Expert,Academic,Academic,Y,Y,,,,,Countway Library,Institution,Y,N,Y,Lunch,healthy lunch,meal,Brooke,
201,2018-10-31,Wednesday,1:00 PM,1:50 PM,FXB G11,Town Hall for Student Mental Health Recommendations,Welfare,Welfare,N,N,,,,,Mental Health Student Association (MHSA),Student,Y,N,Y,Lunch,,meal,Brooke,
202,2018-10-31,Wednesday,1:00 PM,2:00 PM,FXB G12,WELCOME TO AFRICA STUDENT HEALTH FORUM,Social,Social,N,N,,,,,,Student,Y,N,Y,Lunch,,meal,Brooke,
203,2018-10-31,Wednesday,1:00 PM,2:00 PM,ODI Student Lounge ,Ballin’ on a Budget,Welfare,Welfare,Y,N,,,,,ODI,Institution,Y,N,Y,Lunch,,meal,Brooke,
204,2018-11-01,Thursday,1:00 PM,2:00 PM,ODI lounge,The Hate U Give: Movie Screening (10/25) and Reflection (11/1),Social,Social,N,N,,,,,Office for diversity and inclusion,institution,Y,Y,N,,,,Charlie,
205,2018-11-01,Thursday,12:00 PM,1:00 PM,Leadership Studio,THE 2018 MIDTERM ELECTIONS: Key Issues for Healthcare,Academic,Academic,N,N,Panel,,,,The Forum,Student,Y,N,N,,,,Brooke,
206,2018-11-01,Thursday,1:00 PM,2:00 PM,Kresge 200,Time Management 101,Welfare,Welfare,Y,N,Ginny Zanger,,Ph.D.,Female,,Institution,Y,Y,Y,Lunch,healthy lunch,meal,Brooke,
207,2018-11-01,Thursday,5:30 PM,8:00 PM,Kresge 439,HSPH Doctoral Students of Color Mixer,Social,Social,N,N,,,,,ODI,Student,Y,Y,N,,,,Brooke,
208,2018-11-01,Thursday,5:30 PM,7:00 PM,Kresge Cafeteria,"Planning Ahead: Thinking about Residency, Clinical Medicine and Public Health?",Career,Career,N,N,Panel,,,,Career Services,Institution,N,N,Y,Dinner,,meal,Brooke,Career Newsletter
209,2018-11-02,Friday,3:00 PM,4:00 PM,Kresge Atrium,First Friday Fall 2 – Let’s Get Building!,Social,Social,N,N,,,,,Office for Student Affairs,Institution,Y,N,Y,Snack,trail mix,snack,Brooke,
210,2018-11-02,Friday,1:00 PM,1:50 PM,Kresge G2,MA Ballot Question 3 and Trans Rights,Welfare,Welfare,N,N,,,,,ODI,Institution,Y,N,Y,Lunch,,meal,Brooke,
211,2018-11-05,Monday,1:00 PM,1:50 PM,Kresge G1,India’s Giant Leap Toward UHC,Academic,Academic,N,Y,Student Panel,,,,SASA,Student,Y,N,N,,,,Brooke,
212,2018-11-06,Tuesday,12:00 PM,1:00 PM,Leadership Studio or Online,A Conversation with John Wilson About Inclusive Excellence at and Beyond Harvard,Academic,Academic,N,Y,John Wilson,Dr.,,Male,Voices in Leadership,Institution,Y,N,N,,,,Brooke,
213,2018-11-06,Tuesday,1:00 PM,1:50 PM,FXB G11,Student Practicum Experiences in Behavioral Insights,Academic,Academic,N,N,Student Panel,,,,Behavioral Insights Students Group,Student,Y,N,Y,Refreshments,Coffee and dessert,snack,Brooke,
214,2018-11-07,Wednesday,1:00 PM,1:50 PM,FXB G13,Challenges + Opportunities in American Indian/Alaskan Native Health,Academic,Academic,N,N,,,,,Department of Social & Behavioral Sciences,Institution,Y,N,Y,Lunch,,meal,Brooke,
215,2018-11-07,Wednesday,1:00 PM,1:50 PM,Kresge 502,Plasmode Simulation to Evaluate Bias in Two Studies of Occupational Exposure to Beryllium,Academic,Academic,N,Y,Kenneth J. Rothman,Dr.,DrPh,Male,Department of Epidemiology,Institution,Y,N,N,,,,Brooke,
216,2018-11-07,Wednesday,1:00 PM,1:50 PM,Kresge 200,Countway Library Lunch & Learn at the Chan School: EndNote Essentials,Academic,Academic,Y,Y,,,,,Countway Library,Institution,Y,N,Y,Lunch,healthy lunch,meal,Brooke,
217,2018-11-07,Wednesday,6:30 PM,9:00 PM,Puddingstone Tavern,Post-Election Happy Hour,Social,Social,N,N,,,,,,Student,Y,N,Y,Appetizers,appetizers and free drink for first 20 people,snack,Brooke,
218,2018-11-08,Thursday,6:30 PM,10:00 PM,Kresge Cafeteria,Diwali at HSPH,Social,Social,N,N,,,,,SASA,Student,Y,N,Y,Dinner (for purchase),three course meal,meal,Brooke,
219,2018-11-08,Thursday,1:00 PM,2:00 PM,Kresge 502,First Generation College Student – Community Dialogue,Welfare,Welfare,N,N,,,,,ODI,Student,N,N,Y,Lunch,healthy lunch,meal,Brooke,
220,2018-11-08,Thursday,1:00 PM,2:00 PM,FXB G12,Geopolitical Determinants of Health in North Korea,Academic,Academic,N,N,Kee B. Park,Dr.,,Male,Harvard Chan Student Club for International Health Care Systems,Student,Y,N,Y,Lunch,,meal,Brooke,
221,2018-11-09,Friday,4:00 PM,5:00 PM,Taza Factory,Taza Chocolate Factory Tour,Social,Social,N,N,,,,,Food Action Student Group,student,Y,Y,Y,Chocolate,,snack,Charlie,
222,2018-11-09,Friday,1:00 PM,1:50 PM,Kresge G2,"Health Communication Concentration Speaker Series: “Effects of exposure to media coverage on cannabis on support for legalization, attitudes and cannabis use”",Academic,Academic,N,Y,Nehama Lewis,Dr. ,,Female,Health Communication Concentration,Institution,Y,Y,Y,Lunch,,meal,Brooke,
223,2018-11-09,Friday,12:00 PM,1:00 PM,ForumHSPH.org,The Health and Economic Concerns of Rural Americans,Academic,Academic,N,N,Panel,,,,The Forum,Student,Y,N,N,,,,Brooke,
224,2018-11-10,Saturday,1:00 PM,2:00 PM,Taza Factory,Taza Chocolate Factory Tour,Social,Social,N,N,,,,,Food Action Student Group,student,Y,Y,Y,Chocolate,,snack,Charlie,
225,2018-11-13,Tuesday,12:30 PM,1:30 PM,"HMS TMEC, Room 22",Leadership Forum: Health Care and the Social Determinants of Health,Academic,Academic,N,N,Panel,,,,,,Y,Y,Y,Reception,,meal,Charlie,
226,2018-11-13,Tuesday,11:30 AM,12:15 PM,HMS – TMEC Room L-007,Luncheon and Discussion with Dr. Anthony Shih,Career,Career,N,Y,Anthony Shih,Dr.,,Male,ODI,Institution,Y,Y,Y,Lunch,,meal,Brooke,
227,2018-11-13,Tuesday,12:00 PM,1:00 PM,Leadership Studio or Online,"The Media, The White House, and Health Care",Academic,Academic,N,Y,Joanne Kenen,Executive Editor,,Female,Voices in Leadership,Institution,Y,N,N,,,,Brooke,
228,2018-11-13,Tuesday,5:30 PM,7:30 PM,Kresge Cafeteria,MPH Field Practice Poster Night,Academic,Academic,N,N,,,,,Office of Education,Institution,Y,N,Y,Light refreshments,,snack,Brooke,
229,2018-11-13,Tuesday,1:00 PM,1:50 PM,Kresge G2,Prospective PhD Student Info Session/Q&A,Academic,Academic,N,N,Student panel,,,,PHS,Institution,Y,N,Y,Lunch,,meal,Brooke,
230,2018-11-13,Tuesday,1:00 PM,1:50 PM,Kresge 202B,Identifying Sensitive Periods in Development: An Epidemiological Approach to Preventing Depression,Academic,Academic,N,Y,Erin Dunn,,ScD,Female,Population Mental Health,Institution,Y,N,Y,Lunch,,meal,Brooke,
231,2018-11-13,Tuesday,1:10 PM,1:50 PM,Kresge G3,Joanne Kenan on Gender and the Media,Academic,Academic,N,N,Joanne Kenan,Executive Editor,,Female,Women in Leadership,Student,Y,Y,Y,Light refreshments,,snack,Brooke,
232,2018-11-14,Wednesday,5:30 PM,7:00 PM,"Tsai Auditorium, CGIS South","Climate, Pollution and Economic Growth in Human History: New results from the Historical Ice Core Project",Academic,Academic,Y,N,Panel,,,,Initiative for the Science of the Human Past at Harvard (SoHP),Institution,Y,N,N,,,,Brooke,
233,2018-11-14,Wednesday,1:00 PM,2:00 PM,FXB G12,Overcoming Imposter Syndrome: A Conversation with Dr. Monik Jiménez,Welfare,Welfare,Y,N,Monik Jiménez,Dr.,,Female,OSA,Institution,Y,N,Y,Lunch,,meal,Brooke,
234,2018-11-14,Wednesday,1:00 PM,2:00 PM,FXB G13,Japan Trip Special Lecture,Academic,Academic,N,N,Ichiro Kawachi,Professor,,Male,Student Club of Japan,Student,Y,N,Y,Lunch,,meal,Brooke,
235,2018-11-14,Wednesday,1:00 PM,1:50 PM,Kresge 502,Integration of Molecular and Radiologic Markers to Better Understand Breast Cancer Risk,Academic,Academic,N,N,Rulla Tamimi,,ScD,Female,Department of Epidemiology,Institution,Y,N,Y,Refreshments,,snack,Brooke,
236,2018-11-14,Wednesday,12:00 PM,1:00 PM,"HMS, Armenise Amphitheater",Harvard Longwood Campus Season of Giving – Talk@12: The Power of Resilience,Welfare,Welfare,N,Y,Robert Brooks,,PhD,Male,Harvard Longwood Campus,Institution,Y,N,Y,Light refreshments,,snack,Brooke,
237,2018-11-15,Thursday,4:00 PM,5:30 PM,Kresge 1st floor,"4 Decades, 3 Mentees, 2 Deans, One Goal",Academic,Academic,N,N,Panel,,,,,Institution,Y,N,N,,,,Charlie,
238,2018-11-15,Thursday,5:30 PM,7:00 PM,Kresge 202A,"Translating Artificial Intelligence into Improving Patients’ Lives: The Case of Cardiologs, the First ECG Analysis Solution Powered by AI",Academic,Academic,N,N,Yann Fleureau,CEO,,Male,,Institution,Y,Y,Y,Dinner,,meal,Brooke,
239,2018-11-15,Thursday,5:30 PM,7:00 PM,"Fong Auditorium, Boylston Hall, Harvard Yard",The Lead Summit at Harvard: Revolutionary Discoveries in Lead Pollution and Health Impacts,Academic,Academic,N,N,Panel,,,,Initiative for the Science of the Human Past at Harvard (SoHP),Institution,Y,N,N,,,,Brooke,
240,2018-11-15,Thursday,1:00 PM,2:00 PM,FXB G11,Design Thinking Crash Course- HSPH Toolkit for Design Thinking Innovation in Health,Academic,Academic,Y,N,,,,,Public Health Innovation x Technology,Institution,Y,N,Y,Lunch,,meal,Brooke,
241,2018-11-16,Friday,1:00 PM,1:50 PM,FXB G12,Political Sociology and the People’s Health,Academic,Academic,N,N,Jason Beckfield,Professor,,Male,SBS Department,Institution,Y,N,N,,,,Brooke,
242,2018-11-17,Friday,1:00 PM,2:00 PM,Kresge 200,Managing Your Career in International Organizations,Career,Career,N,N,Michael Emery,Director,,Male,Career Services,Institution,Y,N,N,,,,Brooke,
243,2018-11-17,Saturday,2:00 PM,3:00 PM,"Wexner 102, Harvard Kennedy School",Increasing Access to Quality Cancer Care in Pakistan – Challenges and Opportunities,Academic,Academic,N,N,Muhammad Aasim Yusuf,Dr.,,Male,Harvard Kennedy School,Institution,Y,Y,N,,,,Brooke,
244,2018-11-26,Monday,1:00 PM,1:50 PM,FXB G12,"Population Impact of Smoking Cessation Medications: Controversies, Ethical Issues, and Implications for Policy",Academic,Academic,N,N,Laura Rosen,Dr.,,Female,Center for Global Tobacco Control ,Institution,Y,N,N,,,,Brooke,
245,2018-11-26,Monday,1:00 PM,1:50 PM,Kresge G2,MCH Seminar: Behavioral Economics,Academic,Academic,N,N,Margaret McConnell,Dr.,,Female,Behavioral Insights Student Group,Student,Y,N,N,,,,Brooke,
246,2018-11-27,Tuesday,1:00 PM,1:50 PM,FXB G13,"Seminar with Elisabeth Engl, Surgo Foundation",Academic,Academic,N,N,Elisabeth Engl,,,Female,Behavioral Insights Student Group,Student,Y,Y,Y,Coffee and dessert,,snack,Brooke,
247,2018-11-28,Wednesday,12:00 PM,1:00 PM,Kresge 200,MCH Webinar Listening Party: What happens if she screens positive for postpartum depression?,Academic,Academic,N,N,,,,,Center of Excellence in Maternal and Child Health,Institution,Y,Y,Y,Lunch,,meal,Brooke,
248,2018-11-28,Wednesday,1:00 PM,1:50 PM,FXB G13,Brain Systems for Resilience,Academic,Academic,N,N,David Silbersweig,Dr.,,Male,Center for Health and Happiness,Institution,Y,Y,Y,Lunch,,meal,Brooke,
249,2018-11-28,Friday,2:30 PM,4:30 PM,Countway,Countway Research Coffee Break!,Academic,Academic,N,N,,,,,Countway reference team,institution,Y,N,Y,"Coffee, tea and snack",,snack,Brooke,
250,2018-11-28,Wednesday,1:00 PM,2:00 PM,FXB 710,Why Should “We” Help “Them”? The Politics of Search and Rescue on the Mediterranean Sea,Academic,Academic,N,Y,Hernan del Valle,,,Male,Harvard FXB Center,Institution,Y,N,N,,,,Brooke,
251,2018-11-28,Wednesday,1:30 PM,4:00 PM,"Countway Library, Lower 2 Room 025",Countway Library Workshop: Searching With Pub,Academic,Academic,Y,Y,,,,,Countway reference team,Institution,Y,Y,N,,,,Brooke,
252,2018-11-29,Thursday,9:45 AM,11:15 AM,Kresge 202A,"C-CHANGE Skills-Based Workshop Series: Radical Listening: Less Talk, More Leadership",Career,Career,Y,Y,Rand Wentworth,Professor,,Male,C-Change,Institution,Y,N,N,,,,Brooke,
253,2018-11-29,Thursday,3:30 PM,5:00 PM,"718 Huntington Avenue, 2nd Floor",Teaching Current Events Through the Lens of Global Health Workshop,Academic,Academic,Y,N,,,,,Global Health Education and Learning Incubator,Institution,Y,Y,Y,Snacks,,snack,Brooke,
254,2018-11-29,Thursday,1:00 PM,1:50 PM,Kresge 502,Finding Common Ground: Implementing Practical Interventions to Prevent Gun Deaths,Academic,Academic,N,N,Catherine Barber,,,Female,Preventing Gun Violence: Harvard Chan Student Forum ,Student,Y,Y,Y,Lunch,,meal,Brooke,
255,2018-11-29,Thursday,1:00 PM,1:50 PM,FXB G12,ASEAN Student Ideas Festival (Fall 2018),Academic,Academic,N,N,,,,,ASEAN,Student,Y,N,N,,,,Brooke,
256,2018-11-29,Thursday,6:00 PM,7:00 PM,Epi Library (Kresge 907),Dinner and Talk with Creator of GRLSQUASH,Social,Social,N,N,Madison Trapkin,Creator,,Female,Food Action Student Group,Student,Y,Y,Y,Dinner,,meal,Brooke,
257,2018-11-29,Thursday,1:00 PM,1:50 PM,Kresge G2,"Post-Midterms Conversation with Professor John McDonough, hosted by QSA",Academic,Academic,N,N,John McDonough,Professor,,,QSA,Student,Y,N,Y,Lunch,,meal,Brooke,
258,2018-11-30,Friday,2:30 PM,4:30 PM,Countway,Countway Research Coffee Break!,Academic,Academic,N,N,,,,,Countway reference team,Institution,Y,N,Y,Refreshments,,snack,Brooke,
259,2018-11-30,Friday,5:00 PM,,Hong Kong Restaurant Cambridge,Students of Color Social,Social,Social,N,N,,,,,ODI,Institution,Y,N,Y,Refreshments,,snack,Brooke,
260,2018-12-03,Monday,1:00 PM,2:00 PM,Kresge 200 ,HIV/AIDS in Nigeria: A Discussion in Observance of World AIDS Day,Academic,Academic,N,N,Phyllis Kanki,Dr.,,Female,Nigerian Student Association,Student,Y,Y,Y,Lunch,,meal,Brooke,
261,2018-12-03,Monday,1:00 PM,1:50 PM,FXB G-13,Politics and Policy from President Obama’s Top Health Policy Advisor,Academic,Academic,N,N,Jeanne Lambrew,,,Female,Department of Health Policy and Management,Institution,Y,Y,Y,Lunch,,meal,Brooke,
262,2018-12-03,Monday,1:00 PM,2:00 PM,Kresge G3,Health Care Policy and Politics in Germany – 2018 and beyond,Academic,Academic,N,Y,Karl Lauterbach,Dr. ,,,Harvard Chan Policy Forum,Institution,Y,N,N,,,,Brooke,
263,2018-12-03,Monday,1:00 PM,2:00 PM,Kresge 202B,Japan Trip Special Lecture,Academic,Academic,N,N,,,,,Student Club of Japan,Student,Y,N,Y,Lunch,,meal,Brooke,
264,2018-12-04,Tuesday,1:00 PM,1:50 PM,FXB G-12,Crowd-Mapping Sexual Violence,Academic,Academic,N,N,Elsa D’Silva,,,Female,SASA,Student,Y,N,Y,Lunch,pizza,meal,Brooke,
265,2018-12-04,Tuesday,7:00 PM,9:00 PM,"Dudley House, Room 202 (Harvard Yard)",Harvard Big Data Club Social Mixer,Social,Social,N,N,,,,,HBDC,Student,Y,Y,Y,Refreshments,,snack,Brooke,
266,2018-12-05,Wednesday,4:00 PM,5:30 PM,"HMS, Gordon Hall, Waterhouse Room",“Likely to Become a Public Charge:” Federal Immigration Policy and the Health of Our Communities,Academic,Academic,N,N,Justin Lowe,,JD,Male,HMS ODI,Student,Y,Y,N,,,,Brooke,
267,2018-12-05,Wednesday,12:00 PM,1:00 PM,Leadership Studio,BEING SERIOUSLY ILL IN THE U.S.: Financial and Healthcare Impacts,Academic,Academic,N,N,,,,,The Forum,Institution,Y,Y,N,,,,Brooke,
268,2018-12-06,Thursday,12:00 PM,1:00 PM,FXB 710,FXB SEMINAR: Human Rights and Turkish Healthcare – Dr. Sakika Yuksel,Academic,Academic,N,N,Sakika Yuksel,Dr.,,Female,FXB Seminar,Institution,Y,N,N,,,,Brooke,
269,2018-12-07,Friday,12:00 PM,1:00 PM,"Ash Center Foyer, Suite 200N ","Making Health Care Work: Leadership, Organizing, and Innovation",Academic,Academic,N,N,Panel,,,,Harvard Chan,Institution,Y,N,Y,Lunch,,meal,Brooke,
270,2018-12-12,Wednesday,5:30 PM,,FXB Atrium,Paint Nite at Harvard Chan,Social,Social,N,N,,,,,Harvard Chan,Institution,Y,Y,N,,,,Brooke,